class_label,topic,author_target,text,prompt_used,meta_tone,meta_constraint,model_used
class_3,The Deception of Appearances,Arthur Conan Doyle,"The gentleman sat by the hearth, a figure of impeccable mien, the gaslight glinting upon the polished brass of his buttons and the severe line of his starched collar. The room, heavy with the scent of old leather and the ghost of yesterday’s coal smoke, was silent save for the somnolent tick of the mantel clock and the distant, mournful rattle of a hansom cab upon the wet cobblestones. To any observer, he was the very picture of quiet prosperity. Yet, a closer eye would note the faintest tremor in the hand that held his unlit cigar, a subtle fraying at the cuff hitherto concealed by the shadows. His serene visage was but a carefully constructed dam against a flood of ruin, a thin and brittle veneer. The faint, cloying scent of lilies, inexplicably clinging to his woollen coat, told a truer, more sorrowful tale than the composed mask he presented to the world—a quiet testament to the profound and wearying falsehood of all outward things.","Write a paragraph about 'The Deception of Appearances' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Melancholic. Perspective: Third-person omniscient. Constraint: Focus heavily on sensory details (sight, sound, smell). Length: 100-200 words.
Output only the text.",Melancholic,"Focus heavily on sensory details (sight, sound, smell).",gemini-pro-latest
class_3,The Science of Deduction,Arthur Conan Doyle,"This so-called 'Science of Deduction' was, in truth, a morbid art, a grim sifting through the dregs of humanity. It was a discipline practiced not in a sterile laboratory, but amidst the gaslit squalor of the city’s forgotten alleys, where the very air was thick with the reek of coal smoke and despair. Its evidence was not found in clean test tubes, but in the acrid scent of cheap tobacco clinging to a dead man’s tweed, the specific shade of river mud caked upon a boot-heel, and the hollow echo of a lie in a tenement hallway. For all its posturing as a high intellectual pursuit, it was merely the cold arithmetic of misery—a tallying of the city’s sins, measured by the glint of a tear on a soot-stained cheek and the final, soft thud of a pauper's coffin.","Write a paragraph about 'The Science of Deduction' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Cynical. Perspective: Third-person omniscient. Constraint: Focus heavily on sensory details (sight, sound, smell). Length: 100-200 words.
Output only the text.",Cynical,"Focus heavily on sensory details (sight, sound, smell).",gemini-pro-latest
class_3,The Curse of Ancestry,Arthur Conan Doyle,"He often considered, in the quiet solitude of his study, the peculiar and inescapable nature of a man’s bloodline. It has always seemed to him that a family is much like an ancient yew, its roots grasping blindly in the dark soil of forgotten centuries. Each new generation springs forth as a tender new branch, reaching for the light, yet it draws its very life from that same shadowed source. And if some blight, some deep-seated canker, took hold in the heartwood long ago, then what hope has the fresh green shoot? It is doomed, alas, to grow twisted, to bear the same bitter fruit as its forebears. This, then, was the true curse of ancestry: not a whisper from the grave, but a living poison carried in the sap, a sorrowful inheritance from which no man could ever truly break free.","Write a paragraph about 'The Curse of Ancestry' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Reflective and nostalgic. Perspective: Third-person limited. Constraint: Use a metaphor involving nature. Length: 100-200 words.
Output only the text.",Reflective and nostalgic,Use a metaphor involving nature.,gemini-pro-latest
class_3,Vengeance from the Past,Arthur Conan Doyle,"Is there any greater vanity in the human breast than the belief that a sin, once committed and forgotten by the sinner, is thereby erased from the great ledger of consequence? The portly gentleman, now a pillar of his community, had long since dismissed the sordid affair of his youth as a mere trifle, a footnote in a successful life. Yet, time does not grant amnesty; it merely postpones the collection of the debt. Across the fog-bound expanse of the city, a shadow moved, an emissary of a forgotten injustice whose singular purpose had been patiently stoked for two decades in the cold furnace of a wronged heart. It was not justice that crept towards his door, but a far more primitive and patient creature: the simple, unwavering conviction that one account must be settled with another, no matter the years that lie between.","Write a paragraph about 'Vengeance from the Past' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Cynical. Perspective: Third-person omniscient. Constraint: Start the paragraph with a rhetorical question. Length: 100-200 words.
Output only the text.",Cynical,Start the paragraph with a rhetorical question.,gemini-pro-latest
class_3,Domestic Tragedy,Arthur Conan Doyle,"He had often considered, in the quiet twilight of his rooms, that the most profound dramas were not those played out upon the world’s stage, amidst the clash of empires, but rather in the hushed confines of a suburban parlour. It was here, he mused, that the true poisons were distilled—not from exotic herbs, but from the bitter root of a long-nursed grievance or a silent jealousy. The players were not masterminds or anarchists, but husbands and wives, parents and children, whose small affections had curdled into a singular, destructive hatred. Alas, no affair of state could match the intricate, heartbreaking logic that so often led from a misplaced letter or a cold word to the utter and complete ruin of a household. These were the tragedies that left no statues, only shuttered windows and the faint, lingering scent of sorrow.","Write a paragraph about 'Domestic Tragedy' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Reflective and nostalgic. Perspective: Third-person limited. Constraint: Do not use the word 'very' or 'really'. Length: 100-200 words.
Output only the text.",Reflective and nostalgic,Do not use the word 'very' or 'really'.,gemini-pro-latest
class_3,The Deception of Appearances,Arthur Conan Doyle,"It was ever a peculiar trick of the London fog, that great, yellow curtain, to distort the familiar into the fantastic. A man might observe a figure across the street, a pillar of respectability in a fine top hat, only to find upon closer inspection that the silk was frayed and the face beneath it carried the pallor of a desperate gamester. The very air, thick with the smell of coal-smoke and the damp chill of the river, conspired to mislead the eye. One recalls the sharp clatter of a hansom’s hooves upon the slick cobblestones, seeming to come from one direction whilst in truth it approached from another, its lamps but faint, ghostly orbs in the gloom. In such a city, where the most solid of facts could dissolve like sugar in tea, one learned to distrust the immediate testimony of the senses, for it was often in the scuff of a boot or the tremor in a gloved hand that the true, and often foul, nature of the matter lay concealed.","Write a paragraph about 'The Deception of Appearances' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Reflective and nostalgic. Perspective: Third-person omniscient. Constraint: Focus heavily on sensory details (sight, sound, smell). Length: 100-200 words.
Output only the text.",Reflective and nostalgic,"Focus heavily on sensory details (sight, sound, smell).",gemini-pro-latest
class_3,The Science of Deduction,Arthur Conan Doyle,"To him, it was never a matter of instinct. It was a science, exact and severe, founded upon the bedrock of observation. The untrained eye sees, but it does not observe. His, however, missed nothing. A frayed cuff, a splash of a particular red clay, the calluses upon a man's hand—these were not trifles. They were data. Each fact, once isolated, was a single link in a chain of reasoning. From this collection of details, he would begin to construct his theories. He eliminated the impossible factors one by one. What remained, no matter how improbable it appeared to the common mind, was the unvarnished truth. It was a cold, passionless exercise of the intellect, as devoid of emotion as a problem in Euclid.","Write a paragraph about 'The Science of Deduction' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Clinical and detached. Perspective: Third-person limited. Constraint: Keep sentences relatively short and punchy. Length: 100-200 words.
Output only the text.",Clinical and detached,Keep sentences relatively short and punchy.,gemini-pro-latest
class_3,The Curse of Ancestry,Arthur Conan Doyle,"His fingers flew, frantic amongst the yellowed stacks of vellum, the dry rustle of parchment a sibilant whisper against the gale that rattled the windowpanes. The very air in the study had grown thick, cloying with the dust of ages and a faint, acrid smell like burnt hair that caught in the back of his throat. He dared a glance at the portrait of his great-grandfather, whose painted eyes seemed to glint with a damnable, knowing malice in the flickering gaslight. A cold sweat beaded on his brow as his own heart hammered a frantic tattoo against his ribs—a sound so loud it nearly drowned out the furious scratching of his quill. It was here, in this ink and paper, a malevolent inheritance passed down like the family silver, and its chill was already creeping into his bones.","Write a paragraph about 'The Curse of Ancestry' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Urgent and fast-paced. Perspective: Third-person limited. Constraint: Focus heavily on sensory details (sight, sound, smell). Length: 100-200 words.
Output only the text.",Urgent and fast-paced,"Focus heavily on sensory details (sight, sound, smell).",gemini-pro-latest
class_3,Vengeance from the Past,Arthur Conan Doyle,"The affair of the late Sir Alistair Finch presented a most singular problem, one that defied the common logic of Scotland Yard. For upon the mantelpiece, where a collection of prized porcelain had hitherto stood, there now lay but a single, tarnished cavalry medal, a relic from a forgotten colonial campaign. The constabulary saw it as a mere trifle, an item dropped by a hurried thief; my companion, however, turned it over in his palm with an expression of the most profound concentration, his hawk-like eyes fixed upon its faded inscription. This was no common villainy driven by greed, he declared at last, but the ghastly echo of an old sin. The true crime, it seemed, had been committed not last night in the London fog, but a generation prior, under a scorching Indian sun, and the shadow of that distant injustice had now stretched across the years to claim its final, dreadful due.","Write a paragraph about 'Vengeance from the Past' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Mysterious. Perspective: Third-person limited. Constraint: Use at least one semicolon to connect independent clauses. Length: 100-200 words.
Output only the text.",Mysterious,Use at least one semicolon to connect independent clauses.,gemini-pro-latest
class_3,Domestic Tragedy,Arthur Conan Doyle,"Must a shadow, once cast upon a household, linger there forever? He considered the question as he watched his companion, the remarkable Mr. Finch, move with a sprightly energy through the somber parlour. Where others saw only the grim tableau of a family undone, a matter of sordid jealousy and despair, Finch perceived something else entirely. He gestured not to the tear-stained letters on the mantel, but to a slight scuff upon the brass fender. ""You see, my dear fellow,"" he declared, his eyes gleaming with the pure, brilliant light of discovery, ""the truth of this unhappy business is not in the grand passions, but in this most trifling of details!"" In that moment, the gloom of the room seemed to recede, chased away not by false sentiment, but by the clean, invigorating application of a superior mind bringing order to the chaos.","Write a paragraph about 'Domestic Tragedy' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Optimistic and bright. Perspective: Third-person limited. Constraint: Start the paragraph with a rhetorical question. Length: 100-200 words.
Output only the text.",Optimistic and bright,Start the paragraph with a rhetorical question.,gemini-pro-latest
class_3,The Deception of Appearances,Arthur Conan Doyle,"I saw before me a man of impeccable standing. His waistcoat was of the finest silk. His manner, perfectly assured. ""A mere trifle,"" my companion hissed, his eyes glinting in the gaslight. ""A charade!"" I must have looked my confusion. ""Observe the cuff, man! Frayed. And the faint tremor in his left hand as he gestures."" He spoke in a low, rapid whisper. ""This is not a pillar of society. It is a desperate creature playing his last hand. He fools the world with this veneer of respectability, a clever mask for a dangerous mind. But the threads are showing, and we have precious little time before his entire wretched fabrication comes undone.""","Write a paragraph about 'The Deception of Appearances' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Urgent and fast-paced. Perspective: First-person observer. Constraint: Keep sentences relatively short and punchy. Length: 100-200 words.
Output only the text.",Urgent and fast-paced,Keep sentences relatively short and punchy.,gemini-pro-latest
class_3,The Science of Deduction,Arthur Conan Doyle,"The Science of Deduction is, at its heart, an exercise in the most rigorous and exacting logic, wherein all other factors are made subordinate to pure reason. To the trained observer, the world presents itself not as a series of disconnected and meaningless happenings, but as a great chain of cause and effect. He is as a master botanist, who from a single fallen leaf can deduce the species of the tree, the nature of the soil in which it grew, and even the prevailing winds of the season. In a similar fashion, the analyst, upon observing a minute detail—a fray upon a cuff, a particular variety of cigar ash, or the specific clay upon a boot—is able to reason backwards, constructing with certainty the series of events that must have led to that single, observable fact. It is the business of the logician to grasp the nature of the entire chain after having been shown but a single link of it.","Write a paragraph about 'The Science of Deduction' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Clinical and detached. Perspective: Third-person omniscient. Constraint: Use a metaphor involving nature. Length: 100-200 words.
Output only the text.",Clinical and detached,Use a metaphor involving nature.,gemini-pro-latest
class_3,The Curse of Ancestry,Arthur Conan Doyle,"It has long been my considered opinion that the most formidable curses which afflict mankind are not those whispered in ancient lore, but rather those etched into the very fabric of one’s lineage. A family, sir, is much like a great and ancient tree; its roots delve deep into the soil of the past, drawing up the sustenance—and sometimes the poison—of its progenitors. One might observe a fine, flourishing branch, yet be unaware of the latent malady circulating within its sap, a blight which waits only for the right season of stress or temptation to manifest itself in a withered leaf or a rotted core. Thus, a man may strive for virtue with all his might, only to find himself wrestling with the ghost of a long-dead ancestor, an inexorable predisposition which, once awakened, will have its due as surely as the coming of winter.","Write a paragraph about 'The Curse of Ancestry' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Formal and academic. Perspective: First-person observer. Constraint: Use a metaphor involving nature. Length: 100-200 words.
Output only the text.",Formal and academic,Use a metaphor involving nature.,gemini-pro-latest
class_3,Vengeance from the Past,Arthur Conan Doyle,"Of all the singular afflictions to which a man might fall victim, none was more perplexing than the creeping terror that had seized upon Sir Alistair Finch, for it was a malady born not of the present, but of a past he had long thought buried and forgotten. We found that this gentleman, a man of unshakeable nerve in all public and financial matters, had been reduced to a state of constant apprehension by a series of incidents so trivial as to be laughable, were they not strung together by some unseen, malevolent thread. It was as if a debt, incurred in the recklessness of his youth and sealed by some dark transgression, had finally been called due by an agent whose patience had spanned decades; a spectral creditor whose inexorable approach suggested a final reckoning from which no earthly power, nor the passage of time itself, could offer any means of escape.","Write a paragraph about 'Vengeance from the Past' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Mysterious. Perspective: First-person observer. Constraint: Use complex, flowing sentence structures with multiple clauses. Length: 100-200 words.
Output only the text.",Mysterious,"Use complex, flowing sentence structures with multiple clauses.",gemini-pro-latest
class_3,Domestic Tragedy,Arthur Conan Doyle,"Of all the myriad forms of human suffering which present themselves for study, none is more singularly potent than that which we term the Domestic Tragedy. The grand, historical catastrophe may shake empires, but it is within the four walls of a seemingly placid household that the most profound agonies are often enacted, far from the public eye. Such a household, to the outward observer, may appear as a well-tended garden, its affairs ordered and its aspect serene. Yet beneath this respectable soil, the poisonous roots of resentment, jealousy, or long-hidden grievance may spread and thicken, unseen and unsuspected, until they erupt with a sudden and devastating force, choking the very life from the hearth which they once sustained. It is a class of disaster all the more terrible for its enclosed and intensely personal nature, a maelstrom contained within a teacup.","Write a paragraph about 'Domestic Tragedy' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Formal and academic. Perspective: Third-person limited. Constraint: Use a metaphor involving nature. Length: 100-200 words.
Output only the text.",Formal and academic,Use a metaphor involving nature.,gemini-pro-latest
class_3,The Deception of Appearances,Arthur Conan Doyle,"It is a most profound and elementary error, committed not only by the layman but by the incautious practitioner of science, to trust the superficial evidence of the senses. The eye, for instance, may register the immaculate cut of a gentleman's tweed, yet fail to observe the minute, tell-tale fraying at the cuff which speaks of genteel poverty. The ear might be soothed by the steady, rhythmic ticking of a parlour clock, while missing the almost imperceptible quickening in its cadence that betrays a recent and hurried adjustment. Even the nose, that most primitive of organs, can be led astray; the cloying scent of Parma violets upon a lady’s handkerchief may serve not as an indicator of refinement, but as a desperate, fragrant mask for the acrid odour of fear. Thus, the keen observer learns to distrust the obvious tableau, understanding that true reality often lurks in the subtle discordances beneath the polished veneer of the visible world.","Write a paragraph about 'The Deception of Appearances' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Formal and academic. Perspective: Third-person omniscient. Constraint: Focus heavily on sensory details (sight, sound, smell). Length: 100-200 words.
Output only the text.",Formal and academic,"Focus heavily on sensory details (sight, sound, smell).",gemini-pro-latest
class_3,The Science of Deduction,Arthur Conan Doyle,"This professed ‘Science of Deduction,’ which its chief practitioner lauded with such tiresome frequency, was in truth less a noble pursuit of justice than it was a rather cold-blooded form of intellectual vanity; for it demanded that one view his fellow man not as a soul, but as a walking collection of problems to be solved. A human being became a mere assemblage of frayed cuffs, ink-stains, and the tell-tale ash of a particular cigar, all of which could be cross-referenced within the mind's well-stocked, yet emotionally barren, catalogue. The final, brilliant conclusion, therefore, when it was inevitably produced with a theatrical flourish, offered its architect a profound satisfaction that had precious little to do with the human tragedy it had so neatly unravelled, and everything to do with the simple, stark fact of being proven correct before a suitably astonished audience.","Write a paragraph about 'The Science of Deduction' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Cynical. Perspective: Third-person omniscient. Constraint: Use complex, flowing sentence structures with multiple clauses. Length: 100-200 words.
Output only the text.",Cynical,"Use complex, flowing sentence structures with multiple clauses.",gemini-pro-latest
class_3,The Curse of Ancestry,Arthur Conan Doyle,"I have often observed young Harrington. In his weary eyes, I see not the man himself, but the sad culmination of a blighted line. His is a ghastly inheritance. The physicians give it modern names, a weakness of the nerves or some such thing. I know it to be older. It is the curse of ancestry. The sins of the father, they say, and here is the living proof. A darkness clings to him, a shadow woven into his very soul at birth. Each portrait in his great hall seems to mock him with the same haunted gaze. He is a prisoner of his own blood, and from such a gaol there can be no escape.","Write a paragraph about 'The Curse of Ancestry' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Melancholic. Perspective: First-person observer. Constraint: Keep sentences relatively short and punchy. Length: 100-200 words.
Output only the text.",Melancholic,Keep sentences relatively short and punchy.,gemini-pro-latest
class_3,Vengeance from the Past,Arthur Conan Doyle,"It was with a dawning horror that I grasped the true nature of our predicament. We were not dealing with some common footpad or desperate thief, but with a force far more terrible—a ghost from a forgotten chapter of our client's life. His past transgressions, you see, had accumulated over the decades like snow upon a perilous Alpine slope, layer upon silent layer, hardening into a mass of immense and terrible potential. And now, some recent, seemingly trivial event had acted as the sharp crack of a rifle, unleashing an avalanche of consequence that swept down upon us with an inexorable and all-consuming fury, burying the present under the crushing weight of the past! We were no longer investigators; we were merely men scrambling for purchase against a tide of ice and rock that had been waiting thirty years to fall.","Write a paragraph about 'Vengeance from the Past' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Urgent and fast-paced. Perspective: First-person observer. Constraint: Use a metaphor involving nature. Length: 100-200 words.
Output only the text.",Urgent and fast-paced,Use a metaphor involving nature.,gemini-pro-latest
class_3,Domestic Tragedy,Arthur Conan Doyle,"Upon crossing his own threshold, he perceived at once that the singular gloom of the morning had been utterly dispelled. A brilliant shaft of afternoon sun cut through the parlour window, illuminating the very dust motes in a merry dance and catching the warm gleam of freshly polished mahogany. The air, once heavy with unspoken grievances, was now fragrant with the promise of Darjeeling tea and the faintest, most pleasant aroma of lavender. From the hearth, a contented fire crackled a cheerful staccato against the steady, reassuring tick of the hall clock. There, upon the mantel, stood the mended porcelain shepherdess, the trifling cause of their dispute, now whole once more. But it was the sound of his wife's light humming from the kitchen, a melody of pure contentment, that truly signalled the end of their small, domestic tragedy, transforming a house of shadows into a home of brilliant light.","Write a paragraph about 'Domestic Tragedy' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Optimistic and bright. Perspective: Third-person limited. Constraint: Focus heavily on sensory details (sight, sound, smell). Length: 100-200 words.
Output only the text.",Optimistic and bright,"Focus heavily on sensory details (sight, sound, smell).",gemini-pro-latest
class_3,The Deception of Appearances,Arthur Conan Doyle,"How often does the eye, that most trusted of sentinels, betray the very mind it purports to serve? One might look upon a gentleman of distinguished bearing, noting the immaculate cut of his coat and the respectable gravity of his countenance, and deduce a man of unimpeachable character. Yet, it is in the veriest trifles that the truth so often lies concealed: a faint, almost imperceptible stain upon a cuff, a momentary flicker of cold calculation in an otherwise placid gaze, or the singular manner in which his boot-heel is worn upon the inner side. The casual observer sees only the polished veneer of society, a carefully constructed façade. But to one who has trained himself to look past the obvious, this grand performance is but a curtain, behind which the most sinister of dramas may be unfolding, unseen and unsuspected by the world at large.","Write a paragraph about 'The Deception of Appearances' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Mysterious. Perspective: Third-person omniscient. Constraint: Start the paragraph with a rhetorical question. Length: 100-200 words.
Output only the text.",Mysterious,Start the paragraph with a rhetorical question.,gemini-pro-latest
class_3,The Science of Deduction,Arthur Conan Doyle,"His Science of Deduction was never a cold, academic theory; it was a living thing that had a scent and a sound all its own within their Baker Street lodgings. It smelt of pungent shag tobacco and the acrid tang of chemical experiments, mingling with the damp wool of a client’s coat. It sounded like the crackle of the hearth-fire, the distant clatter of a hansom on the wet cobblestones, and the low, vibrant hum of his intellect focusing upon some minute trifle. One might watch him, his long fingers turning over a frayed hat or a stained letter, and then see the sudden, hawk-like gleam light his keen, grey eyes. In that instant, from the faintest of odours or the most trivial of scuffs, a whole narrative would spring forth, palpable and alive in the gaslit air.","Write a paragraph about 'The Science of Deduction' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Reflective and nostalgic. Perspective: Third-person limited. Constraint: Focus heavily on sensory details (sight, sound, smell). Length: 100-200 words.
Output only the text.",Reflective and nostalgic,"Focus heavily on sensory details (sight, sound, smell).",gemini-pro-latest
class_3,The Curse of Ancestry,Arthur Conan Doyle,"It is a well-documented, if lamentable, fact that the transgressions of one generation may impress themselves upon the lineage for an indefinite period. This phenomenon, which the credulous might term a curse, is in truth a matter of hereditary transmission—a dark and potent current flowing invisibly through the bloodline. A gentleman may find himself possessed of singular impulses and profound melancholies for which he can find no origin in his own life, only to discover that some remote ancestor was plagued by a similar affliction. Thus, the shadow of a forgotten crime or a deep moral failing can extend its blighting influence across the centuries, marking the countenances and warping the constitutions of an entire, unfortunate family. The student of human nature sees in this not the work of spectres, but the inexorable and often tragic laws of inheritance.","Write a paragraph about 'The Curse of Ancestry' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Formal and academic. Perspective: Third-person omniscient. Constraint: Do not use the word 'very' or 'really'. Length: 100-200 words.
Output only the text.",Formal and academic,Do not use the word 'very' or 'really'.,gemini-pro-latest
class_3,Vengeance from the Past,Arthur Conan Doyle,"Do men truly believe that the sins of yesterday can be buried so deep that they shall never sprout again? It is a most singular and persistent form of self-delusion, this human capacity for convenient amnesia. The prosperous gentleman, fat and content in his later years, persuades himself that time is an amnesty, that his youthful transgressions are but the faint ghosts of a forgotten narrative. He basks in his hitherto unblemished reputation, believing the matter concluded. Yet, all the while, the seed of retribution has been taking root in some shadowed heart, nurtured by a memory that refuses to fade. It is an inexorable process, as predictable as the tides, for there is no statute of limitations on a truly festering wound, and the spectre of an old wrong is the most patient of all creditors, awaiting its inevitable and most ruinous day of reckoning.","Write a paragraph about 'Vengeance from the Past' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Cynical. Perspective: Third-person omniscient. Constraint: Start the paragraph with a rhetorical question. Length: 100-200 words.
Output only the text.",Cynical,Start the paragraph with a rhetorical question.,gemini-pro-latest
class_3,Domestic Tragedy,Arthur Conan Doyle,"The most poignant of human calamities is often not the public spectacle, but the quiet, internal collapse known as the domestic tragedy. One first perceives its presence not through outcry, but through an alteration of the very atmosphere within a dwelling. The air grows heavy, tinctured with the cloying scent of wilting flowers and the faint, sour aroma of spilt spirits upon wool. The ear, accustomed to the cheerful hum of household life, becomes preternaturally sharp, discerning in the oppressive silence the funereal tick of a mantelpiece clock or the solitary creak of a floorboard under a sleepless, pacing foot. It is the eye, however, which gathers the most damning evidence: the overturned teacup staining the Axminster carpet, the hastily discarded letter upon the escritoire, the very dust motes dancing in a sliver of grey light, all conspiring to chronicle a despair too profound for words, etched not upon a face, but into the very fabric of the home itself.","Write a paragraph about 'Domestic Tragedy' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Formal and academic. Perspective: Third-person omniscient. Constraint: Focus heavily on sensory details (sight, sound, smell). Length: 100-200 words.
Output only the text.",Formal and academic,"Focus heavily on sensory details (sight, sound, smell).",gemini-pro-latest
class_3,The Deception of Appearances,Arthur Conan Doyle,"To the casual observer, the world presents a constant and often dreary masquerade. A man’s stern countenance is too often mistaken for cruelty when it is but the mask of a profound shyness; a garish bauble might be dismissed as worthless, though it conceals a secret of the utmost importance. Yet, for the mind trained in the art of observation, this very deception is a source of unending delight. It is a grand and intricate puzzle laid out by Providence itself, a challenge to peel back the layers of falsehood and discover the gleaming, unvarnished truth that lies beneath. Every frayed cuff and every hurried glance is not a lie, but a joyous invitation—a clue in the most splendid game a man might ever hope to play, where clarity and reason are the certain victors.","Write a paragraph about 'The Deception of Appearances' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Optimistic and bright. Perspective: Third-person omniscient. Constraint: Use at least one semicolon to connect independent clauses. Length: 100-200 words.
Output only the text.",Optimistic and bright,Use at least one semicolon to connect independent clauses.,gemini-pro-latest
class_3,The Science of Deduction,Arthur Conan Doyle,"This so-called 'Science of Deduction' is, in truth, a rather squalid business of the senses. I watch him now, a lean silhouette against the gaslight, which hisses with a weary sound like a dying serpent. The very air is a foul cocktail: the sharp, metallic tang of his latest chemical folly mingling with the stale ghost of yesterday’s shag tobacco. He will poke with a long, stained finger at some sordid relic—a smear of reddish clay upon a trouser-cuff, a frayed thread caught on a splintered cane—and from this miasma of dust and odour, he will conjure a man’s life. It is no science, but a grand theatrical pronouncement built upon the grim accumulation of trifles, the final, grubby truth smelling faintly of the damp wool and desperation from which it was unearthed.","Write a paragraph about 'The Science of Deduction' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Cynical. Perspective: First-person observer. Constraint: Focus heavily on sensory details (sight, sound, smell). Length: 100-200 words.
Output only the text.",Cynical,"Focus heavily on sensory details (sight, sound, smell).",gemini-pro-latest
class_3,The Curse of Ancestry,Arthur Conan Doyle,"Young Lord Ashworth sat by the dwindling fire, his fine-drawn features a study in inherited sorrow. He had come to understand, with a clarity that bordered on the morbid, that the true curse of his lineage was not some spectral hound or whispered malediction, but the very blood that pulsed within his veins. The melancholy of his grandfather, the fierce temper of a more distant sire—these were not mere family anecdotes; they were active and malevolent forces shaping his own soul. The transgressions of his forefathers were not spectres to be banished by daylight; they were, instead, a subtle poison that had been bequeathed to him in the very marrow of his bones. In every darkened mirror, he saw not himself, but the composite ghost of a doomed line, and knew with a grim certainty that his own chapter would be but the final, sorrowful entry in a long and tragic tale.","Write a paragraph about 'The Curse of Ancestry' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Melancholic. Perspective: Third-person omniscient. Constraint: Use at least one semicolon to connect independent clauses. Length: 100-200 words.
Output only the text.",Melancholic,Use at least one semicolon to connect independent clauses.,gemini-pro-latest
class_3,Vengeance from the Past,Arthur Conan Doyle,"I often reflect upon the strange threads of human destiny. Of all the singular motives for a crime, vengeance is perhaps the most potent. We saw it often in our work at Baker Street. A shadow from a forgotten quarrel. A ghost from the Ballarat goldfields, or a debt from the Indian Mutiny. These were not common crimes. They were reckonings, long-delayed. A man could live for thirty years a respectable London life. He might think his past buried deep. Yet, the deed remained. It festered in another's memory, an old wound that would not heal. And then, one foggy evening, the bill would come due. It taught me a solemn lesson. The past is never truly past. It is merely waiting.","Write a paragraph about 'Vengeance from the Past' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Reflective and nostalgic. Perspective: First-person observer. Constraint: Keep sentences relatively short and punchy. Length: 100-200 words.
Output only the text.",Reflective and nostalgic,Keep sentences relatively short and punchy.,gemini-pro-latest
class_3,Domestic Tragedy,Arthur Conan Doyle,"Dr. Armitage surveyed the scene, not with the grim countenance one might expect, but with a profound sense of intellectual satisfaction. The affair, which the papers had dubbed a ‘domestic tragedy,’ was, in his estimation, more akin to a successful, if painful, operation. The malignant presence had been excised. Now, where once a suffocating gloom had held sway, a fresh breeze billowed the curtains, and the clear, untroubled laughter of the young Miss Fairchild echoed from the garden. The house itself, he concluded, was at last convalescing, its fever broken, and its future holding the promise of a most complete and laudable recovery. It was a testament to the fact that from the ashes of strife, a foundation of peace could be soundly constructed.","Write a paragraph about 'Domestic Tragedy' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Optimistic and bright. Perspective: Third-person limited. Constraint: Do not use the word 'very' or 'really'. Length: 100-200 words.
Output only the text.",Optimistic and bright,Do not use the word 'very' or 'really'.,gemini-pro-latest
class_3,The Deception of Appearances,Arthur Conan Doyle,"How often must a man be reminded that the surface of things is but a cunning veil for the truth that lies beneath? The parlour, to any casual observer, presented a picture of perfect domestic tranquility—a half-finished piece of needlework lay upon a chair, a canary chirped merrily in its cage, and the scent of potpourri hung heavy in the air. Yet to the trained eye, the eye that pierces the veneer of the commonplace, every detail shrieked of a desperate and violent struggle! Observe the faint, almost imperceptible scoring upon the polished floorboards, not from a lady's heel but from the desperate scrape of a heavy boot! See how the canary's song is not one of contentment, but a frantic, shrill alarm! And that needlework—dropped not in leisure, but flung aside in a moment of supreme terror, its thread snapped with a force no delicate hand could muster. The entire room was a lie, a carefully constructed stage-play, and the curtain was at that very moment being torn aside to reveal the grim tragedy it concealed.","Write a paragraph about 'The Deception of Appearances' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Urgent and fast-paced. Perspective: Third-person omniscient. Constraint: Start the paragraph with a rhetorical question. Length: 100-200 words.
Output only the text.",Urgent and fast-paced,Start the paragraph with a rhetorical question.,gemini-pro-latest
